PartitionKey;RowKey;OrderID;CustomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
Orders;10538;10538;BSBEV;9;15.5.1997 0:00;12.6.1997 0:00;16.5.1997 0:00;3;4.87;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10539;10539;BSBEV;6;16.5.1997 0:00;13.6.1997 0:00;23.5.1997 0:00;3;12.36;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10540;10540;QUICK;3;19.5.1997 0:00;16.6.1997 0:00;13.6.1997 0:00;3;1007.64;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10541;10541;HANAR;2;19.5.1997 0:00;16.6.1997 0:00;29.5.1997 0:00;1;68.65;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
Orders;10542;10542;KOENE;1;20.5.1997 0:00;17.6.1997 0:00;26.5.1997 0:00;3;10.95;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10543;10543;LILAS;8;21.5.1997 0:00;18.6.1997 0:00;23.5.1997 0:00;2;48.17;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
Orders;10544;10544;LONEP;4;21.5.1997 0:00;18.6.1997 0:00;30.5.1997 0:00;1;24.91;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
Orders;10545;10545;LAZYK;8;22.5.1997 0:00;19.6.1997 0:00;26.6.1997 0:00;2;11.92;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
Orders;10546;10546;VICTE;1;23.5.1997 0:00;20.6.1997 0:00;27.5.1997 0:00;3;194.72;Victuailles en stock;2, rue du Commerce;Lyon;null;69004;France
Orders;10547;10547;SEVES;3;23.5.1997 0:00;20.6.1997 0:00;2.6.1997 0:00;2;178.43;Seven Seas Imports;90 Wadhurst Rd.;London;null;OX15 4NB;UK
Orders;10548;10548;TOMSP;3;26.5.1997 0:00;23.6.1997 0:00;2.6.1997 0:00;2;1.43;Toms Spezialitäten;Luisenstr. 48;Münster;null;44087;Germany
Orders;10549;10549;QUICK;5;27.5.1997 0:00;10.6.1997 0:00;30.5.1997 0:00;1;171.24;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10550;10550;GODOS;7;28.5.1997 0:00;25.6.1997 0:00;6.6.1997 0:00;3;4.32;Godos Cocina Típica;C/ Romero, 33;Sevilla;null;41101;Spain
Orders;10551;10551;FURIB;4;28.5.1997 0:00;9.7.1997 0:00;6.6.1997 0:00;3;72.95;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;null;1675;Portugal
Orders;10552;10552;HILAA;2;29.5.1997 0:00;26.6.1997 0:00;5.6.1997 0:00;1;83.22;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10553;10553;WARTH;2;30.5.1997 0:00;27.6.1997 0:00;3.6.1997 0:00;2;149.49;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10554;10554;OTTIK;4;30.5.1997 0:00;27.6.1997 0:00;5.6.1997 0:00;3;120.97;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10555;10555;SAVEA;6;2.6.1997 0:00;30.6.1997 0:00;4.6.1997 0:00;3;252.49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10556;10556;SIMOB;2;3.6.1997 0:00;15.7.1997 0:00;13.6.1997 0:00;1;9.8;Simons bistro;Vinbæltet 34;Kobenhavn;null;1734;Denmark
Orders;10557;10557;LEHMS;9;3.6.1997 0:00;17.6.1997 0:00;6.6.1997 0:00;2;96.72;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10558;10558;AROUT;1;4.6.1997 0:00;2.7.1997 0:00;10.6.1997 0:00;2;72.97;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
Orders;10559;10559;BLONP;6;5.6.1997 0:00;3.7.1997 0:00;13.6.1997 0:00;1;8.05;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10560;10560;FRANK;8;6.6.1997 0:00;4.7.1997 0:00;9.6.1997 0:00;1;36.65;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10561;10561;FOLKO;2;6.6.1997 0:00;4.7.1997 0:00;9.6.1997 0:00;2;242.21;Folk och fä HB;Åkergatan 24;Bräcke;null;S-844 67;Sweden
Orders;10562;10562;REGGC;1;9.6.1997 0:00;7.7.1997 0:00;12.6.1997 0:00;1;22.95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10563;10563;RICAR;2;10.6.1997 0:00;22.7.1997 0:00;24.6.1997 0:00;2;60.43;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10564;10564;RATTC;4;10.6.1997 0:00;8.7.1997 0:00;16.6.1997 0:00;3;13.75;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10565;10565;MEREP;8;11.6.1997 0:00;9.7.1997 0:00;18.6.1997 0:00;2;7.15;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10566;10566;BLONP;9;12.6.1997 0:00;10.7.1997 0:00;18.6.1997 0:00;1;88.4;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10567;10567;HUNGO;1;12.6.1997 0:00;10.7.1997 0:00;17.6.1997 0:00;1;33.97;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10568;10568;GALED;3;13.6.1997 0:00;11.7.1997 0:00;9.7.1997 0:00;3;6.54;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;null;8022;Spain
Orders;10569;10569;RATTC;5;16.6.1997 0:00;14.7.1997 0:00;11.7.1997 0:00;1;58.98;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10570;10570;MEREP;3;17.6.1997 0:00;15.7.1997 0:00;19.6.1997 0:00;3;188.99;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10571;10571;ERNSH;8;17.6.1997 0:00;29.7.1997 0:00;4.7.1997 0:00;3;26.06;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10572;10572;BERGS;3;18.6.1997 0:00;16.7.1997 0:00;25.6.1997 0:00;2;116.43;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10573;10573;ANTON;7;19.6.1997 0:00;17.7.1997 0:00;20.6.1997 0:00;3;84.84;Antonio Moreno Taquería;Mataderos  2312;México D.F.;null;05023;Mexico
Orders;10574;10574;TRAIH;4;19.6.1997 0:00;17.7.1997 0:00;30.6.1997 0:00;2;37.6;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
Orders;10575;10575;MORGK;5;20.6.1997 0:00;4.7.1997 0:00;30.6.1997 0:00;1;127.34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;null;04179;Germany
Orders;10576;10576;TORTU;3;23.6.1997 0:00;7.7.1997 0:00;30.6.1997 0:00;3;18.56;Tortuga Restaurante;Avda. Azteca 123;México D.F.;null;05033;Mexico
Orders;10577;10577;TRAIH;9;23.6.1997 0:00;4.8.1997 0:00;30.6.1997 0:00;2;25.41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
Orders;10578;10578;BSBEV;4;24.6.1997 0:00;22.7.1997 0:00;25.7.1997 0:00;3;29.6;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10579;10579;LETSS;1;25.6.1997 0:00;23.7.1997 0:00;4.7.1997 0:00;2;13.73;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA
Orders;10580;10580;OTTIK;4;26.6.1997 0:00;24.7.1997 0:00;1.7.1997 0:00;3;75.89;Ottilies Käseladen;Mehrheimerstr. 369;Köln;null;50739;Germany
Orders;10581;10581;FAMIA;3;26.6.1997 0:00;24.7.1997 0:00;2.7.1997 0:00;1;3.01;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
Orders;10582;10582;BLAUS;3;27.6.1997 0:00;25.7.1997 0:00;14.7.1997 0:00;2;27.71;Blauer See Delikatessen;Forsterstr. 57;Mannheim;null;68306;Germany
Orders;10583;10583;WARTH;2;30.6.1997 0:00;28.7.1997 0:00;4.7.1997 0:00;2;7.28;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10584;10584;BLONP;4;30.6.1997 0:00;28.7.1997 0:00;4.7.1997 0:00;1;59.14;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10585;10585;WELLI;7;1.7.1997 0:00;29.7.1997 0:00;10.7.1997 0:00;1;13.41;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
Orders;10586;10586;REGGC;9;2.7.1997 0:00;30.7.1997 0:00;9.7.1997 0:00;1;0.48;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10587;10587;QUEDE;1;2.7.1997 0:00;30.7.1997 0:00;9.7.1997 0:00;1;62.52;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
Orders;10588;10588;QUICK;2;3.7.1997 0:00;31.7.1997 0:00;10.7.1997 0:00;3;194.67;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10589;10589;GREAL;8;4.7.1997 0:00;1.8.1997 0:00;14.7.1997 0:00;2;4.42;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10590;10590;MEREP;4;7.7.1997 0:00;4.8.1997 0:00;14.7.1997 0:00;3;44.77;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10591;10591;VAFFE;1;7.7.1997 0:00;21.7.1997 0:00;16.7.1997 0:00;1;55.92;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10592;10592;LEHMS;3;8.7.1997 0:00;5.8.1997 0:00;16.7.1997 0:00;1;32.1;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10593;10593;LEHMS;7;9.7.1997 0:00;6.8.1997 0:00;13.8.1997 0:00;2;174.2;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;null;60528;Germany
Orders;10594;10594;OLDWO;3;9.7.1997 0:00;6.8.1997 0:00;16.7.1997 0:00;2;5.24;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
Orders;10595;10595;ERNSH;2;10.7.1997 0:00;7.8.1997 0:00;14.7.1997 0:00;1;96.78;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10596;10596;WHITC;8;11.7.1997 0:00;8.8.1997 0:00;12.8.1997 0:00;1;16.34;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
Orders;10597;10597;PICCO;7;11.7.1997 0:00;8.8.1997 0:00;18.7.1997 0:00;3;35.12;Piccolo und mehr;Geislweg 14;Salzburg;null;5020;Austria
Orders;10598;10598;RATTC;1;14.7.1997 0:00;11.8.1997 0:00;18.7.1997 0:00;3;44.42;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
Orders;10599;10599;BSBEV;6;15.7.1997 0:00;26.8.1997 0:00;21.7.1997 0:00;3;29.98;B's Beverages;Fauntleroy Circus;London;null;EC2 5NT;UK
Orders;10600;10600;HUNGC;4;16.7.1997 0:00;13.8.1997 0:00;21.7.1997 0:00;1;45.13;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
Orders;10601;10601;HILAA;7;16.7.1997 0:00;27.8.1997 0:00;22.7.1997 0:00;1;58.3;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10602;10602;VAFFE;8;17.7.1997 0:00;14.8.1997 0:00;22.7.1997 0:00;2;2.92;Vaffeljernet;Smagsloget 45;Århus;null;8200;Denmark
Orders;10603;10603;SAVEA;8;18.7.1997 0:00;15.8.1997 0:00;8.8.1997 0:00;2;48.77;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10604;10604;FURIB;1;18.7.1997 0:00;15.8.1997 0:00;29.7.1997 0:00;1;7.46;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;null;1675;Portugal
Orders;10605;10605;MEREP;1;21.7.1997 0:00;18.8.1997 0:00;29.7.1997 0:00;2;379.13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10606;10606;TRADH;4;22.7.1997 0:00;19.8.1997 0:00;31.7.1997 0:00;3;79.4;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
Orders;10607;10607;SAVEA;5;22.7.1997 0:00;19.8.1997 0:00;25.7.1997 0:00;1;200.24;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10608;10608;TOMSP;4;23.7.1997 0:00;20.8.1997 0:00;1.8.1997 0:00;2;27.79;Toms Spezialitäten;Luisenstr. 48;Münster;null;44087;Germany
Orders;10609;10609;DUMON;7;24.7.1997 0:00;21.8.1997 0:00;30.7.1997 0:00;2;1.85;Du monde entier;67, rue des Cinquante Otages;Nantes;null;44000;France
Orders;10610;10610;LAMAI;8;25.7.1997 0:00;22.8.1997 0:00;6.8.1997 0:00;1;26.78;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10611;10611;WOLZA;6;25.7.1997 0:00;22.8.1997 0:00;1.8.1997 0:00;2;80.65;Wolski Zajazd;ul. Filtrowa 68;Warszawa;null;01-012;Poland
Orders;10612;10612;SAVEA;1;28.7.1997 0:00;25.8.1997 0:00;1.8.1997 0:00;2;544.08;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10613;10613;HILAA;4;29.7.1997 0:00;26.8.1997 0:00;1.8.1997 0:00;2;8.11;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10614;10614;BLAUS;8;29.7.1997 0:00;26.8.1997 0:00;1.8.1997 0:00;3;1.93;Blauer See Delikatessen;Forsterstr. 57;Mannheim;null;68306;Germany
Orders;10615;10615;WILMK;2;30.7.1997 0:00;27.8.1997 0:00;6.8.1997 0:00;3;0.75;Wilman Kala;Keskuskatu 45;Helsinki;null;21240;Finland
Orders;10616;10616;GREAL;1;31.7.1997 0:00;28.8.1997 0:00;5.8.1997 0:00;2;116.53;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10617;10617;GREAL;4;31.7.1997 0:00;28.8.1997 0:00;4.8.1997 0:00;2;18.53;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10618;10618;MEREP;1;1.8.1997 0:00;12.9.1997 0:00;8.8.1997 0:00;1;154.68;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10619;10619;MEREP;3;4.8.1997 0:00;1.9.1997 0:00;7.8.1997 0:00;3;91.05;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
Orders;10620;10620;LAUGB;2;5.8.1997 0:00;2.9.1997 0:00;14.8.1997 0:00;3;0.94;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
Orders;10621;10621;ISLAT;4;5.8.1997 0:00;2.9.1997 0:00;11.8.1997 0:00;2;23.73;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
Orders;10622;10622;RICAR;4;6.8.1997 0:00;3.9.1997 0:00;11.8.1997 0:00;3;50.97;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10623;10623;FRANK;8;7.8.1997 0:00;4.9.1997 0:00;12.8.1997 0:00;2;97.18;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10624;10624;THECR;4;7.8.1997 0:00;4.9.1997 0:00;19.8.1997 0:00;2;94.8;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;USA
Orders;10625;10625;ANATR;3;8.8.1997 0:00;5.9.1997 0:00;14.8.1997 0:00;1;43.9;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;null;05021;Mexico
Orders;10626;10626;BERGS;1;11.8.1997 0:00;8.9.1997 0:00;20.8.1997 0:00;2;138.69;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10627;10627;SAVEA;8;11.8.1997 0:00;22.9.1997 0:00;21.8.1997 0:00;3;107.46;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10628;10628;BLONP;4;12.8.1997 0:00;9.9.1997 0:00;20.8.1997 0:00;3;30.36;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10629;10629;GODOS;4;12.8.1997 0:00;9.9.1997 0:00;20.8.1997 0:00;3;85.46;Godos Cocina Típica;C/ Romero, 33;Sevilla;null;41101;Spain
Orders;10630;10630;KOENE;1;13.8.1997 0:00;10.9.1997 0:00;19.8.1997 0:00;2;32.35;Königlich Essen;Maubelstr. 90;Brandenburg;null;14776;Germany
Orders;10631;10631;LAMAI;8;14.8.1997 0:00;11.9.1997 0:00;15.8.1997 0:00;1;0.87;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;null;31000;France
Orders;10632;10632;WANDK;8;14.8.1997 0:00;11.9.1997 0:00;19.8.1997 0:00;1;41.38;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;null;70563;Germany
Orders;10633;10633;ERNSH;7;15.8.1997 0:00;12.9.1997 0:00;18.8.1997 0:00;3;477.9;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10634;10634;FOLIG;4;15.8.1997 0:00;12.9.1997 0:00;21.8.1997 0:00;3;487.38;Folies gourmandes;184, chaussée de Tournai;Lille;null;59000;France
Orders;10635;10635;MAGAA;8;18.8.1997 0:00;15.9.1997 0:00;21.8.1997 0:00;3;47.46;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;null;24100;Italy
Orders;10636;10636;WARTH;4;19.8.1997 0:00;16.9.1997 0:00;26.8.1997 0:00;1;1.15;Wartian Herkku;Torikatu 38;Oulu;null;90110;Finland
Orders;10637;10637;QUEEN;6;19.8.1997 0:00;16.9.1997 0:00;26.8.1997 0:00;1;201.29;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10638;10638;LINOD;3;20.8.1997 0:00;17.9.1997 0:00;1.9.1997 0:00;1;158.44;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
Orders;10639;10639;SANTG;7;20.8.1997 0:00;17.9.1997 0:00;27.8.1997 0:00;3;38.64;Santé Gourmet;Erling Skakkes gate 78;Stavern;null;4110;Norway
Orders;10640;10640;WANDK;4;21.8.1997 0:00;18.9.1997 0:00;28.8.1997 0:00;1;23.55;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;null;70563;Germany
Orders;10641;10641;HILAA;4;22.8.1997 0:00;19.9.1997 0:00;26.8.1997 0:00;2;179.61;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
Orders;10642;10642;SIMOB;7;22.8.1997 0:00;19.9.1997 0:00;5.9.1997 0:00;3;41.89;Simons bistro;Vinbæltet 34;Kobenhavn;null;1734;Denmark
Orders;10643;10643;ALFKI;6;25.8.1997 0:00;22.9.1997 0:00;2.9.1997 0:00;1;29.46;Alfreds Futterkiste;Obere Str. 57;Berlin;null;12209;Germany
Orders;10644;10644;WELLI;3;25.8.1997 0:00;22.9.1997 0:00;1.9.1997 0:00;2;0.14;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
Orders;10645;10645;HANAR;4;26.8.1997 0:00;23.9.1997 0:00;2.9.1997 0:00;1;12.41;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
Orders;10646;10646;HUNGO;9;27.8.1997 0:00;8.10.1997 0:00;3.9.1997 0:00;3;142.33;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10647;10647;QUEDE;4;27.8.1997 0:00;10.9.1997 0:00;3.9.1997 0:00;2;45.54;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
Orders;10648;10648;RICAR;5;28.8.1997 0:00;9.10.1997 0:00;9.9.1997 0:00;2;14.25;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
Orders;10649;10649;MAISD;5;28.8.1997 0:00;25.9.1997 0:00;29.8.1997 0:00;3;6.2;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;null;B-1180;Belgium
Orders;10650;10650;FAMIA;5;29.8.1997 0:00;26.9.1997 0:00;3.9.1997 0:00;3;176.81;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
Orders;10651;10651;WANDK;8;1.9.1997 0:00;29.9.1997 0:00;11.9.1997 0:00;2;20.6;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;null;70563;Germany
Orders;10652;10652;GOURL;4;1.9.1997 0:00;29.9.1997 0:00;8.9.1997 0:00;2;7.14;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
Orders;10653;10653;FRANK;1;2.9.1997 0:00;30.9.1997 0:00;19.9.1997 0:00;1;93.25;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10654;10654;BERGS;5;2.9.1997 0:00;30.9.1997 0:00;11.9.1997 0:00;1;55.26;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10655;10655;REGGC;1;3.9.1997 0:00;1.10.1997 0:00;11.9.1997 0:00;2;4.41;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;null;42100;Italy
Orders;10656;10656;GREAL;6;4.9.1997 0:00;2.10.1997 0:00;10.9.1997 0:00;1;57.15;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10657;10657;SAVEA;2;4.9.1997 0:00;2.10.1997 0:00;15.9.1997 0:00;2;352.69;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10658;10658;QUICK;4;5.9.1997 0:00;3.10.1997 0:00;8.9.1997 0:00;1;364.15;QUICK-Stop;Taucherstraße 10;Cunewalde;null;01307;Germany
Orders;10659;10659;QUEEN;7;5.9.1997 0:00;3.10.1997 0:00;10.9.1997 0:00;2;105.81;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
Orders;10660;10660;HUNGC;8;8.9.1997 0:00;6.10.1997 0:00;15.10.1997 0:00;1;111.29;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
Orders;10661;10661;HUNGO;7;9.9.1997 0:00;7.10.1997 0:00;15.9.1997 0:00;3;17.55;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;null;Ireland
Orders;10662;10662;LONEP;3;9.9.1997 0:00;7.10.1997 0:00;18.9.1997 0:00;2;1.28;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
Orders;10663;10663;BONAP;2;10.9.1997 0:00;24.9.1997 0:00;3.10.1997 0:00;2;113.15;Bon app';12, rue des Bouchers;Marseille;null;13008;France
Orders;10664;10664;FURIB;1;10.9.1997 0:00;8.10.1997 0:00;19.9.1997 0:00;3;1.27;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;null;1675;Portugal
Orders;10665;10665;LONEP;1;11.9.1997 0:00;9.10.1997 0:00;17.9.1997 0:00;2;26.31;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
Orders;10666;10666;RICSU;7;12.9.1997 0:00;10.10.1997 0:00;22.9.1997 0:00;2;232.42;Richter Supermarkt;Starenweg 5;Genève;null;1204;Switzerland
Orders;10667;10667;ERNSH;7;12.9.1997 0:00;10.10.1997 0:00;19.9.1997 0:00;1;78.09;Ernst Handel;Kirchgasse 6;Graz;null;8010;Austria
Orders;10668;10668;WANDK;1;15.9.1997 0:00;13.10.1997 0:00;23.9.1997 0:00;2;47.22;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;null;70563;Germany
Orders;10669;10669;SIMOB;2;15.9.1997 0:00;13.10.1997 0:00;22.9.1997 0:00;1;24.39;Simons bistro;Vinbæltet 34;Kobenhavn;null;1734;Denmark
Orders;10670;10670;FRANK;4;16.9.1997 0:00;14.10.1997 0:00;18.9.1997 0:00;1;203.48;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10671;10671;FRANR;1;17.9.1997 0:00;15.10.1997 0:00;24.9.1997 0:00;1;30.34;France restauration;54, rue Royale;Nantes;null;44000;France
Orders;10672;10672;BERGS;9;17.9.1997 0:00;1.10.1997 0:00;26.9.1997 0:00;2;95.75;Berglunds snabbköp;Berguvsvägen  8;Luleå;null;S-958 22;Sweden
Orders;10673;10673;WILMK;2;18.9.1997 0:00;16.10.1997 0:00;19.9.1997 0:00;1;22.76;Wilman Kala;Keskuskatu 45;Helsinki;null;21240;Finland
Orders;10674;10674;ISLAT;4;18.9.1997 0:00;16.10.1997 0:00;30.9.1997 0:00;2;0.9;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
Orders;10675;10675;FRANK;5;19.9.1997 0:00;17.10.1997 0:00;23.9.1997 0:00;2;31.85;Frankenversand;Berliner Platz 43;München;null;80805;Germany
Orders;10676;10676;TORTU;2;22.9.1997 0:00;20.10.1997 0:00;29.9.1997 0:00;2;2.01;Tortuga Restaurante;Avda. Azteca 123;México D.F.;null;05033;Mexico
Orders;10677;10677;ANTON;1;22.9.1997 0:00;20.10.1997 0:00;26.9.1997 0:00;3;4.03;Antonio Moreno Taquería;Mataderos  2312;México D.F.;null;05023;Mexico
Orders;10678;10678;SAVEA;7;23.9.1997 0:00;21.10.1997 0:00;16.10.1997 0:00;3;388.98;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
Orders;10679;10679;BLONP;8;23.9.1997 0:00;21.10.1997 0:00;30.9.1997 0:00;3;27.94;Blondel père et fils;24, place Kléber;Strasbourg;null;67000;France
Orders;10680;10680;OLDWO;1;24.9.1997 0:00;22.10.1997 0:00;26.9.1997 0:00;1;26.61;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
Orders;10681;10681;GREAL;3;25.9.1997 0:00;23.10.1997 0:00;30.9.1997 0:00;3;76.13;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
Orders;10682;10682;ANTON;3;25.9.1997 0:00;23.10.1997 0:00;1.10.1997 0:00;2;36.13;Antonio Moreno Taquería;Mataderos  2312;México D.F.;null;05023;Mexico
Orders;10683;10683;DUMON;2;26.9.1997 0:00;24.10.1997 0:00;1.10.1997 0:00;1;4.4;Du monde entier;67, rue des Cinquante Otages;Nantes;null;44000;France
